datetime_utc,Demanda real
2020-12-31 23:00:00+00:00,25134.0
2020-12-31 23:10:00+00:00,24907.0
2020-12-31 23:20:00+00:00,24787.0
2020-12-31 23:30:00+00:00,24600.0
2020-12-31 23:40:00+00:00,24537.0
2020-12-31 23:50:00+00:00,24372.0
2021-01-01 00:00:00+00:00,24179.0
2021-01-01 00:10:00+00:00,23945.0
2021-01-01 00:20:00+00:00,23703.0
2021-01-01 00:30:00+00:00,23505.0
2021-01-01 00:40:00+00:00,23213.0
2021-01-01 00:50:00+00:00,22884.0
2021-01-01 01:00:00+00:00,22472.0
2021-01-01 01:10:00+00:00,22028.0
2021-01-01 01:20:00+00:00,21624.0
2021-01-01 01:30:00+00:00,21228.0
2021-01-01 01:40:00+00:00,20979.0
2021-01-01 01:50:00+00:00,20615.0
2021-01-01 02:00:00+00:00,20319.0
2021-01-01 02:10:00+00:00,20015.0
2021-01-01 02:20:00+00:00,19785.0
2021-01-01 02:30:00+00:00,19578.0
2021-01-01 02:40:00+00:00,19354.0
2021-01-01 02:50:00+00:00,19204.0
2021-01-01 03:00:00+00:00,19040.0
2021-01-01 03:10:00+00:00,18941.0
2021-01-01 03:20:00+00:00,18830.0
2021-01-01 03:30:00+00:00,18700.0
2021-01-01 03:40:00+00:00,18652.0
2021-01-01 03:50:00+00:00,18587.0
2021-01-01 04:00:00+00:00,18565.0
2021-01-01 04:10:00+00:00,18600.0
2021-01-01 04:20:00+00:00,18601.0
2021-01-01 04:30:00+00:00,18511.0
2021-01-01 04:40:00+00:00,18537.0
2021-01-01 04:50:00+00:00,18559.0
2021-01-01 05:00:00+00:00,18598.0
2021-01-01 05:10:00+00:00,18698.0
2021-01-01 05:20:00+00:00,18722.0
2021-01-01 05:30:00+00:00,18733.0
2021-01-01 05:40:00+00:00,18859.0
2021-01-01 05:50:00+00:00,18927.0
2021-01-01 06:00:00+00:00,18959.0
2021-01-01 06:10:00+00:00,19219.0
