datetime_utc,Demanda real
2021-04-30 22:00:00+00:00,24475.0
2021-04-30 22:10:00+00:00,24415.0
2021-04-30 22:20:00+00:00,24361.0
2021-04-30 22:30:00+00:00,23811.0
2021-04-30 22:40:00+00:00,23546.0
2021-04-30 22:50:00+00:00,23068.0
2021-04-30 23:00:00+00:00,22886.0
2021-04-30 23:10:00+00:00,22694.0
2021-04-30 23:20:00+00:00,22530.0
2021-04-30 23:30:00+00:00,22343.0
2021-04-30 23:40:00+00:00,21940.0
2021-04-30 23:50:00+00:00,21638.0
2021-05-01 00:00:00+00:00,21636.0
2021-05-01 00:10:00+00:00,21522.0
2021-05-01 00:20:00+00:00,21111.0
2021-05-01 00:30:00+00:00,21050.0
2021-05-01 00:40:00+00:00,20923.0
2021-05-01 00:50:00+00:00,20920.0
2021-05-01 01:00:00+00:00,20691.0
2021-05-01 01:10:00+00:00,20395.0
2021-05-01 01:20:00+00:00,20630.0
2021-05-01 01:30:00+00:00,20518.0
2021-05-01 01:40:00+00:00,20340.0
2021-05-01 01:50:00+00:00,20541.0
2021-05-01 02:00:00+00:00,20206.0
2021-05-01 02:10:00+00:00,20171.0
2021-05-01 02:20:00+00:00,20135.0
2021-05-01 02:30:00+00:00,20087.0
2021-05-01 02:40:00+00:00,20221.0
2021-05-01 02:50:00+00:00,19976.0
2021-05-01 03:00:00+00:00,19963.0
2021-05-01 03:10:00+00:00,20030.0
2021-05-01 03:20:00+00:00,19977.0
2021-05-01 03:30:00+00:00,19768.0
2021-05-01 03:40:00+00:00,19721.0
2021-05-01 03:50:00+00:00,19679.0
2021-05-01 04:00:00+00:00,19463.0
2021-05-01 04:10:00+00:00,19839.0
2021-05-01 04:20:00+00:00,19758.0
2021-05-01 04:30:00+00:00,19710.0
2021-05-01 04:40:00+00:00,19808.0
2021-05-01 04:50:00+00:00,19742.0
2021-05-01 05:00:00+00:00,19785.0
2021-05-01 05:10:00+00:00,19787.0
2021-05-01 05:20:00+00:00,19781.0
2021-05-01 05:30:00+00:00,19835.0
2021-05-01 05:40:00+00:00,19860.0
2021-05-01 05:50:00+00:00,20045.0
2021-05-01 06:00:00+00:00,19946.0
2021-05-01 06:10:00+00:00,20604.0
2021-05-01 06:20:00+00:00,20830.0
2021-05-01 06:30:00+00:00,21136.0
2021-05-01 06:40:00+00:00,21183.0
2021-05-01 06:50:00+00:00,21838.0
2021-05-01 07:00:00+00:00,22166.0
2021-05-01 07:10:00+00:00,22615.0
2021-05-01 07:20:00+00:00,23074.0
2021-05-01 07:30:00+00:00,22979.0
2021-05-01 07:40:00+00:00,23380.0
2021-05-01 07:50:00+00:00,23590.0
2021-05-01 08:00:00+00:00,24077.0
2021-05-01 08:10:00+00:00,24434.0
2021-05-01 08:20:00+00:00,24513.0
2021-05-01 08:30:00+00:00,24752.0
2021-05-01 08:40:00+00:00,24935.0
2021-05-01 08:50:00+00:00,25054.0
2021-05-01 09:00:00+00:00,25112.0
2021-05-01 09:10:00+00:00,25389.0
2021-05-01 09:20:00+00:00,25156.0
2021-05-01 09:30:00+00:00,25188.0
2021-05-01 09:40:00+00:00,25209.0
2021-05-01 09:50:00+00:00,25117.0
2021-05-01 10:00:00+00:00,24882.0
2021-05-01 10:10:00+00:00,25136.0
2021-05-01 10:20:00+00:00,25025.0
2021-05-01 10:30:00+00:00,25052.0
2021-05-01 10:40:00+00:00,25414.0
2021-05-01 10:50:00+00:00,25403.0
2021-05-01 11:00:00+00:00,25245.0
2021-05-01 11:10:00+00:00,25204.0
2021-05-01 11:20:00+00:00,25347.0
2021-05-01 11:30:00+00:00,25425.0
2021-05-01 11:40:00+00:00,25632.0
2021-05-01 11:50:00+00:00,25531.0
2021-05-01 12:00:00+00:00,25424.0
2021-05-01 12:10:00+00:00,25342.0
2021-05-01 12:20:00+00:00,25085.0
2021-05-01 12:30:00+00:00,24956.0
2021-05-01 12:40:00+00:00,24841.0
2021-05-01 12:50:00+00:00,24363.0
2021-05-01 13:00:00+00:00,24076.0
2021-05-01 13:10:00+00:00,23802.0
2021-05-01 13:20:00+00:00,23558.0
2021-05-01 13:30:00+00:00,23198.0
2021-05-01 13:40:00+00:00,23316.0
2021-05-01 13:50:00+00:00,23059.0
2021-05-01 14:00:00+00:00,22927.0
2021-05-01 14:10:00+00:00,22482.0
2021-05-01 14:20:00+00:00,22552.0
2021-05-01 14:30:00+00:00,22565.0
2021-05-01 14:40:00+00:00,22390.0
2021-05-01 14:50:00+00:00,22388.0
2021-05-01 15:00:00+00:00,22192.0
2021-05-01 15:10:00+00:00,22009.0
2021-05-01 15:20:00+00:00,21805.0
2021-05-01 15:30:00+00:00,21934.0
2021-05-01 15:40:00+00:00,21768.0
2021-05-01 15:50:00+00:00,21872.0
2021-05-01 16:00:00+00:00,21917.0
2021-05-01 16:10:00+00:00,21677.0
2021-05-01 16:20:00+00:00,21672.0
2021-05-01 16:30:00+00:00,21594.0
2021-05-01 16:40:00+00:00,21707.0
2021-05-01 16:50:00+00:00,21596.0
2021-05-01 17:00:00+00:00,21836.0
2021-05-01 17:10:00+00:00,21908.0
2021-05-01 17:20:00+00:00,22138.0
2021-05-01 17:30:00+00:00,22078.0
2021-05-01 17:40:00+00:00,22208.0
